Table S1. Endogenous mRNA stability,,,,,
,,,,,
All half-lives are in hours,,,,,
Cell lines 1 and 4: Endogenous mRNA half-lives calculated with cell lines 1 and 4,,,,,
Cell lines 1 and 4: Endogenous mRNA half-lives calculated with cell lines 2 and 3,,,,,
Cell lines 1 and 4: Endogenous mRNA half-lives calculated with cel lines 5 and 6,,,,,
DMSO: Endogenous mRNA half-lives calculated with cell lines 1 and 4 treated with DMSO,,,,,
4EGI-1: Endogenous mRNA half-lives calculated with cell lines 1 and 4 treated with 4EGI-1,,,,,
,,,,,
Gene.Name,Cell lines 1 and 4,Cell lines 2 and 3,Cell lines 5 and 6,DMSO treatment,4EGI-1 treatment
LMLN,39.25819757,4.44524331,0.471552521,16.82475604,3.026188546
LMNA,NA,43.61565777,21.55312843,39.81024547,5.353144821
LMNB1,5.506633031,0.722120783,0.928965058,4.315375678,2.487776553
LMNB2,65.55669069,11.44878975,8.832348863,16.50359286,6.103972661
LMO2,10.09880122,NA,NA,1.301241621,NA
LMO4,6.12499653,0.679255803,1.043905334,3.924928701,2.013324132
LMO7,8.581868118,NA,NA,8.45384103,1.944947369
LMOD1,NA,NA,2.299786338,16.66287344,2.555023553
LMTK2,8.597323675,NA,0.266088387,10.98619944,2.806186524
LMTK3,6.416195381,1.188974822,1.144733527,3.370440032,8.125766476
LMX1B,7.009503086,0.526866992,NA,7.174103502,NA
LNP1,7.481091296,1.543999085,2.325530113,7.387210826,NA
LNPEP,14.65266625,0.960298043,1.152082461,5.388546786,3.216284953
LNPK,16.28859234,0.451712559,0.590084166,12.95229696,20.82784855
LNX2,5.743225432,NA,NA,3.29606568,3.628272421
LOC100130357,NA,NA,NA,12.94478895,1.365112185
LOC100130705,NA,4.767921286,20.66023942,NA,NA
LOC100287896,3.842634188,NA,NA,2.395434436,1.772075392
LOC100289561,3.821557515,0.639668484,0.458336701,3.246544044,6.793066492
LOC100506127,8.615771095,NA,NA,2.887875879,2.736103563
LOC100507507,5.480759247,4.320090498,1.430895073,5.46654096,2.028500625
LOC100996634,5.099665414,0.586019621,0.204002489,NA,2.879566091
LOC100996842,2.354771767,1.55273661,1.763141901,3.068953675,8.501504295
LOC101927572,9.501258416,21.46435387,20.38403442,NA,5.173760408
LOC101928120,3.913240286,NA,NA,NA,NA
LOC101928841,NA,NA,NA,NA,2.359068702
LOC101929372,NA,NA,NA,NA,0.514567967
LOC150051,17.45975683,113.0599006,41.35157151,NA,NA
LOC389831,42.44637002,0.859968738,1.964987545,16.08988113,2.049812559
LOC389895,NA,NA,0.831032069,2.732786304,NA
LOC728392,8.940800312,NA,3.716180766,NA,NA
LOC728485,48.2179005,7.184007176,26.22696906,NA,NA
LOC730098,NA,41.47222989,NA,NA,NA
LOC730183,2.948583402,3.224830071,5.504283369,1.910291321,4.388857502
LOC81691,11.53183722,1.095039822,1.353797251,2.982313233,4.427032437
LONP1,NA,3.192382438,3.368198493,4.276361788,33.86811781
LONP2,5.143195311,0.415321979,0.109659735,2.35406505,7.563528681
LONRF1,10.39945851,0.248177458,0.501257527,3.105748967,3.250815187
LONRF2,7.140372622,NA,NA,1.230151267,5.245775942
LONRF3,6.346014621,0.173482117,NA,1.490198266,2.773149501
LOXL1,2.833849748,1.330408858,0.812066103,3.459666816,2.922452279
LOXL2,NA,3.640038128,4.51202184,24.58410395,26.71362828
LOXL3,7.191874351,1.113289618,1.082191149,3.334998305,4.849764145
LOXL4,NA,NA,0.846678126,NA,NA
LOX,1.94876685,NA,0.693297742,1.373083264,7.312075055
LPAR1,6.333792779,NA,0.21526287,4.040538917,4.989309204
LPAR2,32.95284302,3.4995754,1.946882647,21.16928181,5.650118727
LPAR3,7.528809577,0.212070286,0.347336896,7.014524935,3.691604819
LPCAT2,10.52336173,0.577317854,2.364397662,4.675969008,15.78104519
LPCAT3,9.052220742,2.835215209,3.828296233,5.555788478,4.497113417
LPCAT4,27.23662718,1.336838049,1.63880779,7.234401741,116.5414033
LPGAT1,12.47728541,0.69651043,1.159978641,6.364919151,6.363986228
LPIN1,8.518102805,0.23929482,0.513158631,4.075460968,5.726639808
LPIN2,9.012805429,NA,NA,2.799566553,5.251870829
LPIN3,4.89938373,0.217149624,0.364997281,1.520701268,8.510898672
LPL,NA,1.589042085,NA,NA,NA
LPP,22.44032108,1.399889337,0.689190315,4.047036776,3.108333282
LPXN,31.51296377,4.332536083,4.756611561,NA,2.204929183
LRBA,3.735728,NA,0.194275119,1.452967684,2.259952177
LRCH1,3.722385478,NA,NA,2.827257628,4.08166225
LRCH2,15.99059754,NA,0.736576726,2.798995824,8.862741268
LRCH3,6.426859941,0.420958624,0.504020997,3.135861608,4.969010298
LRCH4,11.00227989,2.295928615,1.978867773,3.380326478,6.756606091
LRFN1,NA,0.891693603,1.094883992,2.193878528,2.948786648
LRFN3,NA,0.651397621,0.813925768,1.826612346,NA
LRFN4,NA,1.115616005,1.389488428,NA,NA
LRFN5,8.283372476,NA,NA,2.383848455,2.220717331
LRGUK,46.32420864,NA,NA,1.794469373,1.84320598
LRIF1,NA,0.135411757,NA,NA,2.213458538
LRIG1,6.57782264,0.258234361,NA,3.377976842,3.468889772
LRIG2,3.730177979,NA,NA,2.101255035,3.368674419
LRIG3,2.787192078,NA,NA,1.844786311,1.782305277
LRIT3,NA,NA,0.343369656,NA,0.758770183
LRP10,60.31771634,5.834410359,5.091250095,9.208296607,8.68077279
LRP11,28.28563271,1.507195492,2.85222053,12.14973816,2.626825976
LRP12,5.72950837,NA,NA,2.635503146,5.086779894
LRP1B,5.35056439,0.318677147,NA,1.255534705,2.963325512
LRP1,69.96624754,2.626661876,2.484385564,5.821987824,7.282414832
LRP2,8.866189692,0.393540608,0.379149306,10.31323611,0.860025679
LRP3,15.29784135,8.420335139,7.17812744,6.1122993,8.833615473
LRP4,11.24352364,0.535327737,0.644296137,3.901980626,10.22457308
LRP5L,3.795783842,0.437148172,0.431728456,2.363140614,6.184532841
LRP5,11.66390226,1.529004582,1.448284313,2.502703222,7.087033549
LRP6,7.100315315,NA,NA,4.070649054,8.49249037
LRP8,5.975116295,0.299196247,0.541224955,1.718054584,4.248363911
LRPAP1,8.52929343,3.739149961,3.637566165,4.582304663,13.39511622
LRPPRC,6.552742173,NA,NA,2.162342011,3.834113987
LRR1,4.655205068,0.316802987,0.858635429,3.872481326,1.385426151
LRRC14,5.926960217,1.043886452,0.876071857,2.511739262,3.444740572
LRRC17,17.95218021,1.634295367,2.668062657,NA,2.133732288
LRRC1,13.07495653,0.482598887,0.742559147,9.846728854,5.920706777
LRRC20,14.45840551,5.613729209,1.504529308,5.170187921,2.023407206
LRRC23,NA,NA,59.25659196,NA,7.798484371
LRRC27,10.972756,3.053555556,2.081738155,NA,2.860254977
LRRC28,NA,4.645398255,4.653547049,74.13081164,11.0287978
LRRC34,5.806229826,0.238368479,NA,2.228613327,1.963235593
LRRC36,NA,NA,NA,NA,3.785996635
LRRC37A2,8.346014802,NA,NA,2.240738102,1.151852015
LRRC37A3,4.210334115,0.976486726,0.630132781,4.306794547,0.73968571
LRRC37A,NA,NA,NA,NA,2.248469912
LRRC37B,6.885746232,0.947436093,0.650722975,77.13033014,1.514684294
LRRC39,8.76275971,NA,NA,3.091871463,1.537954875
LRRC3C,NA,NA,NA,NA,1.2749788
LRRC3,1.873068511,NA,0.345482702,1.00583993,3.267511878
LRRC40,13.65198105,NA,NA,3.361991323,8.154425433
LRRC41,18.36545172,3.133696375,3.874268547,6.977166751,6.700938904
LRRC42,14.55016048,0.605920751,1.139716346,6.952118283,4.673906271
LRRC45,11.72589808,2.962735377,2.783113524,6.579105986,3.249686575
LRRC47,7.892404399,2.370385419,2.574444148,4.702720212,2.989541466
LRRC49,8.288768101,0.711950716,NA,2.663864034,4.751615003
LRRC4B,13.83012435,0.83903065,0.748852341,2.431484768,2.948732537
LRRC4,NA,0.402266306,0.539525655,NA,NA
LRRC57,21.94179474,1.010746419,1.507897994,209.2734211,1.965255082
LRRC58,2.593810029,NA,NA,3.123258642,2.975194135
LRRC59,8.916607742,3.477447165,4.183978639,13.87993937,4.898473008
LRRC61,4.27359851,0.576130958,1.340204034,2.338441062,1.66155854
LRRC66,29.9013533,NA,2.521127962,NA,0.813991179
LRRC69,6.792993496,NA,0.301776622,19.68168446,1.253181244
LRRC70,NA,NA,NA,NA,23.36254817
LRRC71,NA,8.575018893,NA,NA,NA
LRRC73,10.84689494,NA,1.699567949,NA,NA
LRRC75A,2.483804679,NA,NA,NA,NA
LRRC75B,5.160444045,0.66040053,1.033245581,1.869799381,6.06550699
LRRC8A,11.88344177,1.631562548,1.684129305,17.17163859,2.069584077
LRRC8B,4.964890813,NA,NA,2.053437475,2.195534625
LRRC8C,3.164791374,NA,NA,3.418702718,1.990705679
LRRC8D,13.98991913,NA,NA,8.135566428,2.008138446
LRRC8E,3.820410901,0.517028908,0.64755497,2.860662055,2.507342272
LRRCC1,4.364828665,NA,NA,0.959868169,1.215374796
LRRFIP2,13.43678083,1.080209354,2.13938635,17.08976721,6.418536358
LRRIQ1,NA,NA,NA,NA,8.329769876
LRRIQ3,NA,NA,NA,19.37122072,4.344834181
LRRK1,3.386051759,NA,0.216183341,1.501444308,2.98886611
LRRK2,4.139087354,NA,NA,NA,2.163739183
LRRN2,3.265652829,NA,NA,0.407057019,0.887619902
LRSAM1,21.9462687,2.376577098,2.194577915,24.57930601,5.514717033
LRTOMT,12.63462924,43.98302722,813.5419991,61.38354464,8.898314027
LRWD1,41.75424857,11.98755263,11.27855664,17.00411252,5.331397011
LSG1,7.37391817,0.99216213,1.487438573,8.683566049,3.288950624
LSM10,8.55948385,2.850921969,3.296531552,5.910561316,3.695373479
LSM11,7.422793273,0.266943722,NA,3.56167006,5.884367603
LSM14B,NA,1.087076644,1.369094679,NA,NA
LSM1,14.77251591,1.686104145,1.912688559,243.8396715,3.141368105
LSM3,220.1165381,12.89046537,30.77313525,NA,27.90412822
LSM4,NA,NA,NA,NA,8.622378979
LSM5,NA,37.31889727,21.25917677,NA,33.83192094
LSM6,16.15386318,1.712492386,2.29623115,9.691454182,471.4455281
LSM7,NA,NA,NA,NA,7.105117255
LSM8,13.61438442,0.929053456,1.245462759,7.723034482,5.759613167
LSMEM1,NA,1.909878372,2.015877436,57.95640872,83.65874208
LSR,NA,NA,NA,NA,4.877503928
LSS,106.9468471,3.160681083,2.877386209,2.58512713,4.913340867
LTA4H,23.27502363,2.527355591,4.083869465,6.089439715,196.4449471
LTB4R2,6.505696891,0.131171496,0.277142324,1.263002834,5.162015358
LTB4R,4.359110388,0.293082853,0.409063751,2.994798939,3.371555117
LTBP1,4.787765976,0.569665273,0.396019735,1.976036311,2.637806992
LTBP2,67.88703224,9.511041105,8.660104662,26.32048001,NA
LTBP3,11.28697971,3.562824503,3.237834054,3.560916785,1.998714156
LTBP4,412.1318387,9.113852719,5.645946637,7.397676221,3.669041693
LTK,178.315311,4.324760209,2.241856347,3.230992506,41.99010418
LTN1,5.804116123,NA,NA,2.081041762,5.489648281
LTV1,2.611114439,NA,NA,2.281224424,2.99226017
LUC7L2,NA,NA,3.059811592,NA,1.134762738
LUC7L3,6.988009787,NA,NA,5.349048263,52.10931741
LUC7L,29.68801316,2.343948202,3.842151003,11.49034372,10.12620985
LUM,5.078022851,NA,NA,NA,NA
LURAP1L,1.25824691,NA,NA,NA,2.174543922
LURAP1,2.110457515,NA,NA,1.128378845,19.04026454
LUZP1,3.654592343,NA,NA,3.604831404,3.596089213
LUZP6,13.85928731,0.910113129,3.777905013,138.1475059,10.91188854
LXN,12.45532821,0.407373869,1.59646393,15.63664274,6.362944575
LYAR,6.927623049,0.798161106,1.016356596,9.918223773,4.482218661
LYG1,9.470690471,0.599397922,0.689066561,NA,1.429041599
LYN,4.904263179,0.443093443,0.806987146,3.776755193,5.63204481
LYPD1,9.749063824,4.011438865,NA,27.3233738,1.548788426
LYPD3,8.57654072,NA,0.689200388,NA,0.503357805
LYPD6B,10.41295045,NA,NA,NA,NA
LYPD6,NA,NA,NA,NA,6.045359786
LYPLA1,9.95305609,NA,0.475277907,4.671150108,5.549849769
LYPLA2,177.4158972,35.54097258,13.47910881,109.1792293,10.1236278
LYPLAL1,19.37319097,1.643852518,1.516259212,11.13702465,3.22987343
LYRM1,9.096776169,3.433467303,2.410776678,7.827538597,17.64372881
LYRM2,4.245894596,NA,0.627063335,5.022657042,2.564861532
LYRM4,NA,5.780991936,13.21306151,18.44572634,3.654974735
LYRM7,5.210493273,0.712057064,NA,2.328224684,1.885056179
LYRM9,NA,NA,NA,NA,7.48025478
LYSMD1,5.165825386,NA,0.324520098,2.048056051,47.85637916
LYSMD2,1.638410145,NA,NA,2.30919406,2.390901428
LYSMD3,12.5814473,NA,NA,3.613607528,1.463614561
LYSMD4,3.948381833,0.55094336,0.487993918,2.650401313,1.679467729
LYST,23.37551832,NA,NA,63.6887329,12.04489675
LZIC,20.63458453,2.542863949,2.747338898,15.57650889,4.64874116
LZTFL1,NA,1.276837644,6.903916735,NA,NA
LZTR1,33.97541389,3.585428115,3.000818927,4.312130606,3.525795178
LZTS1,1.494731656,NA,NA,NA,NA
LZTS2,30.07852031,4.368834598,3.241263919,4.297653756,2.66279213
LZTS3,15.95272438,1.561227504,2.868089079,5.414113009,7.085095733
M6PR,45.0595024,3.416627268,4.800336031,176.3449689,4.651182925
MAB21L1,0.723825819,NA,NA,0.653116227,0.58477434
MACF1,5.408759855,NA,0.384627086,2.39593683,2.855239622
MACROD1,NA,7.508941222,5.276698836,4.833860444,10.56980222
MACROD2,NA,NA,NA,9.486177006,NA
MAD1L1,9.814939534,0.944786865,1.266579169,2.443915398,2.888079823
MAD2L1BP,2.436418296,0.272513549,0.545028921,3.183493288,1.440406738
MAD2L1,5.647271784,0.562848763,0.560693239,6.94258634,5.181113765
MAD2L2,NA,15.60369806,19.40915835,81.76117959,47.22338044
MADD,25.37404923,0.588865445,0.990520206,13.6287528,7.138080297
MAEA,38.47450505,2.347833675,3.223394443,10.31116051,3.274824738
MAF1,30.09120563,4.362460591,6.160960471,10.51365358,6.580922845
MAFA,2.270188107,NA,NA,NA,NA
MAFB,NA,NA,NA,0.907734215,0.240339873
MAFF,1.856020442,NA,NA,NA,23.40262964
MAFG,5.828226889,0.771751525,0.623961305,3.479005772,6.935181394
MAFK,3.343452478,0.948683442,0.834976475,1.763464418,4.885375825
MAF,4.460709552,0.446500101,0.464915452,3.7655473,1.238622055
MAGEA12,10.54402312,1.899223014,2.121947424,72.39878179,1.404518985
MAGEA3,NA,4.462688893,6.379152526,21.31927281,1.556422898
MAGEA6,8.376522607,8.248132579,5.736663221,52.65853377,2.873517893
MAGEB2,25.77785455,50.49400012,35.87920726,45.20593208,4.984095922
MAGED1,20.15228542,6.64855916,7.976056262,11.65035696,2.901717122
MAGED2,NA,23.94626503,27.20205422,NA,55.529877
MAGEE1,3.743134692,0.687385735,0.148628111,2.54821267,1.9962221
MAGEF1,2.321357612,0.419407691,0.605219154,2.38554497,2.144251493
MAGEL2,11.99276766,0.750437628,0.264290147,2.276621318,2.012515831
MAGI1,5.177028693,NA,0.306271494,1.883976162,1.495220274
MAGI2,NA,NA,0.239314451,1.196550956,3.808884162
MAGI3,4.716777259,NA,NA,1.467642524,1.683240181
MAGOHB,15.38201358,2.460037119,3.251966301,16.95948714,2.792068394
MAGOH,79.56356634,4.38726811,4.816388452,58.78646522,5.081425158
MAGT1,6.496047037,1.048198957,2.099121114,5.556992806,3.37713046
MAIP1,6.729248492,1.211851415,1.407664205,6.515137566,3.33792931
MAK16,3.858055229,NA,NA,3.544385791,1.796231955
MAK,NA,NA,NA,NA,4.626266179
MALSU1,17.56402422,2.501611938,2.837139413,16.54660667,7.593828138
MALT1,7.173157938,NA,NA,3.053035435,16.53456412
MAMDC4,40.46044071,2.598141015,2.241818063,1.727736413,21.01807253
MAML1,6.716179446,0.233055459,0.584438121,3.518205748,3.382687166
MAML2,3.968978772,NA,NA,1.92131152,0.567915587
MAML3,2.222805542,NA,NA,1.185052173,0.249596672
MAMLD1,6.24608699,0.112873634,0.36666238,3.10450824,2.506663913
MAMSTR,5.170749603,0.569028018,NA,1.776094039,3.138403886
MAN1A1,6.752147707,NA,NA,4.520364761,3.323252173
MAN1A2,5.784422827,NA,NA,2.530046588,3.041614789
MAN1B1,40.79783409,5.468542241,5.664424963,4.718016624,15.41187585
MAN1C1,6.114639487,1.075967427,NA,NA,2.343301864
MAN2A1,3.803445944,NA,NA,1.766699997,7.075089555
MAN2A2,10.93319044,2.087496961,2.1679057,4.055823429,47.04902235
MAN2B1,NA,6.169066741,10.03996686,15.59293424,10.59255626
MAN2B2,108.4892069,5.979904202,2.83841543,6.242180182,2.619252709
MAN2C1,6.180117392,0.483162302,0.792503967,0.966534531,6.514414605
MANBAL,55.67653414,11.45881242,68.66138074,180.7995865,6.234599279
MANBA,12.72280346,1.068502427,4.981138257,17.76334461,3.444128805
MANEAL,11.717578,1.90554155,2.715308438,6.284199684,4.317029975
MANEA,8.305954507,NA,NA,11.12882978,7.250976454
MANF,8.028486493,2.14674647,3.522653891,7.457015806,5.329937971
MANSC1,4.93553961,NA,0.302545841,3.804438474,1.033189554
MAOA,NA,4.446332867,9.621694204,1714.081083,8.416689321
MAP1A,11.113875,0.789839274,1.590532614,9.649257465,2.02724126
MAP1B,8.721124663,NA,NA,11.02127903,4.13922298
MAP1LC3B,24.57999372,14.90149469,23.81271235,NA,27.59992946
MAP1LC3C,3.64744463,NA,NA,NA,1.379434519
MAP1S,22.99154473,103.3578268,19.99319778,8.85990386,4.047970846
MAP2K1,46.6774349,1.820447856,2.068864183,68.59679286,19.63846394
MAP2K2,NA,12.73521428,14.18751722,18.1092399,27.20724031
MAP2K3,7.149712798,1.527734427,1.887438302,6.003785013,4.031349307
MAP2K4,6.630291799,NA,NA,3.04612134,6.140833781
MAP2K5,10.09051244,1.182676227,1.702295192,4.499101662,1.916442518
MAP2K6,30.77587686,2.442303312,2.315349305,36.21402361,5.381549325
MAP2K7,63.36956855,4.506690895,5.34481458,15.57469798,11.36644846
MAP2,NA,NA,NA,NA,2.009392925
MAP3K10,46.36983218,5.41024451,8.353178116,8.374981868,4.314218123
MAP3K11,10.29510149,2.559940697,2.62513453,3.938423563,1.83519671
MAP3K12,15.96484719,0.985855844,3.672081138,9.410790557,4.562204511
MAP3K13,23.51354603,1.441835374,NA,NA,9.551213869
MAP3K14,1.845467931,NA,0.288516947,0.899575881,1.880834199
MAP3K15,5.077111722,NA,NA,1.697098011,9.785719428
MAP3K1,3.989916882,NA,NA,1.08697901,1.88905836
MAP3K21,3.809068708,NA,NA,2.285480178,2.8338456
MAP3K2,10.00724427,NA,NA,5.827588018,7.330364131
MAP3K3,11.20092786,0.60159857,0.873730565,4.199508971,5.182766455
MAP3K4,6.670629876,0.244350983,0.52845636,3.04225739,2.850314629
MAP3K5,3.57257897,NA,NA,1.525602893,1.232694555
MAP3K6,7.255575764,1.224696432,0.47537626,1.551228536,22.05063817
MAP3K7,10.47193547,0.32943753,0.557547331,6.826908412,12.07178565
MAP3K8,4.068006227,NA,NA,2.660790144,1.049109147
MAP3K9,3.236596982,NA,0.285288744,3.855414733,8.491920714
MAP4K1,13.61424796,1.205838919,NA,1.821396059,3.079245322
MAP4K2,80.36538717,3.128279098,3.613192421,8.58987716,16.06478418
MAP4K3,5.404699631,NA,NA,2.046502986,4.077222833
MAP4K4,7.771484623,1.044661311,1.304713474,4.094430012,4.612012421
MAP4K5,4.607343571,NA,NA,1.499337618,4.045460102
MAP4,NA,4.25782191,5.463741083,18.12728205,4.06248758
MAP6D1,3.838587648,NA,1.09257776,3.531319639,2.427989779
MAP7D1,10.02977541,4.445639798,5.189174805,7.1766462,6.61399495
MAP7D2,25.63153969,2.129493572,3.121021759,39.14322323,17.43655486
MAP7D3,5.973098211,NA,0.313446671,2.828872077,4.841232572
MAP7,7.339765704,0.772291697,0.640030714,2.866232102,16.27852128
MAP9,8.931589072,NA,NA,3.296433501,6.421996079
MAPK10,NA,NA,NA,NA,3.785542614
MAPK11,6.298702773,1.713443434,NA,3.027102113,NA
MAPK12,9.735896558,3.265227118,3.25440314,4.941016263,5.628529979
MAPK13,16.71710306,3.439201876,0.981755855,NA,3.765837168
MAPK14,11.06786993,0.283873566,0.416246888,3.362718164,3.481788703
MAPK1IP1L,3.474215778,0.389598768,0.650991656,4.014113812,5.390501923
MAPK1,19.03661943,0.847359842,1.166048892,11.29088237,5.941853848
MAPK3,NA,16.97425589,16.16366381,98.67686851,24.77505084
MAPK4,9.725983712,NA,NA,NA,2.450142872
MAPK6,6.060834345,NA,NA,6.581196902,3.641441694
MAPK7,5.059799866,1.063955365,1.348417851,5.366318336,2.108715188
MAPK8IP1,12.51760503,2.764408595,3.713767344,9.272705659,4.550490647
MAPK8IP2,39.29880705,3.350358582,4.824443674,5.873482459,6.477486832
MAPK8IP3,16.95089425,1.380736924,1.383127915,3.306422508,8.27418343
MAPK8,21.05380468,0.515291103,0.572480353,4.163720239,6.882856382
MAPK9,40.75572779,0.81264773,1.648659059,7.951127929,9.629196686
MAPKAP1,39.72292369,4.514743829,6.10627903,41.12944997,3.202948454
MAPKAPK2,11.16049709,1.573998116,1.951569597,6.909242393,3.521986086
MAPKAPK3,16.84066994,4.232676317,4.982096198,5.75316512,4.628070085
MAPKAPK5,7.674694085,0.645530566,0.774310664,3.433776912,3.278473273
MAPKBP1,5.489920249,NA,NA,1.597403984,3.800619242
MAPRE1,14.20918204,2.482900226,3.707101866,354.8330068,10.55829159
MAPRE2,12.49253081,0.88059995,1.270363995,15.36319044,5.490312463
MAPRE3,42.63559561,1.612182087,2.622615432,5.154589294,17.17055817
1-Mar,18.30854132,4.254602762,5.217715073,20.09110329,1.987273437
2-Mar,62.56961424,2.103989266,3.947955733,11.90430678,4.452033107
2-Mar,53.54120792,9.767112461,6.736161969,7.204611509,3.239700867
3-Mar,3.956246976,0.263785119,0.588207939,3.615674848,2.85822677
5-Mar,12.81395777,0.751034218,0.901156252,12.69096348,8.245279647
6-Mar,7.854276658,0.288283204,0.284042701,2.941382149,17.31176939
7-Mar,6.027032975,NA,NA,4.4495012,6.134038801
8-Mar,11.81101496,0.397928,0.268733476,24.36647325,4.404772185
9-Mar,4.367276666,1.196671212,1.415507533,3.719029276,2.521669833
MARCKSL1,7.195757837,8.941217636,7.547507343,6.408752159,7.014712904
MARCKS,NA,0.801472606,1.103205254,5.736427782,2.442988746
MARK1,5.871929087,NA,0.240068031,4.515513214,2.825348951
MARK2,4.588547898,0.527638855,0.531881515,3.229295111,4.134875643
MARK3,7.610324449,1.023885996,1.384936648,6.404896819,7.452306512
MARK4,40.59009337,2.997723985,3.185403028,8.063645787,7.077200172
MARS2,1.387923743,NA,NA,0.773397114,1.881235744
MARS,NA,6.578484397,5.824566801,NA,5.894976894
MARVELD1,6.525313599,1.765950384,7.435762895,0.287778572,NA
MASP2,NA,NA,NA,NA,0.501715602
MAST1,175.3550245,4.921600431,4.861271328,20.22389611,7.322454429
MAST2,7.752333014,0.941521404,1.244704806,4.219393037,5.899891813
MAST3,13.4597956,0.704805277,0.889587168,4.003542378,6.219453724
MAST4,2.751564907,NA,NA,1.691358371,1.346950211
MASTL,11.14245285,NA,0.283065353,92.99372378,2.451963344
MAT2A,2.163842106,NA,NA,1.466643157,3.871630783
MAT2B,22.09877921,0.419528754,0.827615305,16.77420063,3.52318328
MATK,NA,17.7487418,10.6321873,21.54868702,5.996128834
MATN1,NA,NA,NA,NA,2.240448075
MATN2,9.344192934,NA,NA,3.002359021,1.254131058
MATR3,14.66527196,0.970950221,1.478461438,44.40143032,5.227150356
MAU2,11.54360354,0.75485813,1.609383745,5.922916318,3.833760118
MAVS,7.512929484,0.826773223,1.123767102,3.111777427,4.158236192
MAX,NA,1.186758909,1.446039148,NA,NA
MAZ,9.436852316,9.017641072,7.528806716,10.11454655,4.302603961
MB21D2,2.533279083,NA,NA,4.584954959,1.566243418
MBD1,46.47497002,3.411688875,3.89788761,229.6291603,6.250485157
MBD2,9.825301131,0.514141811,0.515344138,6.94413575,6.198650057
MBD3,14.87646187,35.75422431,9.54260611,8.164961126,2.757710871
MBD4,7.676756626,NA,NA,3.744135143,5.970307386
MBD5,4.010509927,NA,NA,4.821749552,2.810575169
MBD6,17.14761207,2.640795595,2.635525769,18.54921223,4.830183545
MBIP,7.925388779,0.520719256,0.299823042,25.3133363,4.266816798
MBLAC1,3.292891264,NA,NA,NA,NA
MBLAC2,NA,NA,NA,0.713243067,0.572711328
MBNL1,3.422691067,NA,NA,3.26901202,2.199918888
MBNL2,9.759103197,NA,NA,NA,4.973695231
MBNL3,23.29638331,0.997429505,NA,50.98548665,6.543632754
MBOAT1,2.744267669,NA,0.258824974,1.433368744,1.171775029
MBOAT2,18.67287,0.859293731,0.523000408,4.187702775,8.058538532
MBTD1,3.69058205,NA,NA,1.67946561,2.926041447
MBTPS1,18.14516553,0.884663198,1.116836179,5.576599634,5.18584631
MBTPS2,6.480534146,0.230902399,0.638295873,4.122270152,3.403714046
MC1R,60.91586298,4.448947994,4.276442479,21.64425071,2.728578473
MCAM,4.381385045,0.270711004,0.601166937,2.274368128,4.956957663
MCAT,15.78513182,2.776223669,2.672586097,9.412399969,2.904963785
MCCC1,3.622275862,0.4024837,0.795050309,1.827143365,3.87193705
MCCC2,3.221703437,NA,0.604846384,1.488035191,1.608248352
MCC,2.321923999,NA,NA,1.007413512,1.182443769
MCEE,11.02648955,NA,0.591074799,9.680809367,3.659410969
MCF2L2,9.132530552,0.239943703,NA,1.358670773,3.388755561
MCF2L,50.57409001,0.236098898,0.844685859,2.983559829,2.885280038
MCF2,NA,NA,NA,NA,1.765901226
MCFD2,7.574819595,2.322716958,2.447264865,8.139854912,3.4631031
MCIDAS,2.325749233,NA,NA,0.802270694,1.164759601
MCL1,2.022421416,NA,NA,2.557195314,2.488886049
