db_gene_symbol,ensembl_gene,gs_name,gs_description,gs_source_species
POP7,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
PPIH,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
PPIP5K1,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
PPP6R3,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
PRKAR1A,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
PRNP,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
PRPS2,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
PRXL2A,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
PTPN14,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
PTPRU,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
PTTG1IP,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
QTRT1,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
RAP1B,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
REL,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
REX1BD,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
RFXANK,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
RGPD8,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
RHOBTB1,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
RIDA,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
RIPK1,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
RMI2,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
RNF13,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
RNF6,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
RPN2,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
RPS6KA4,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
RPUSD3,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
RRN3,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
S100A4,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
SAE1,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
SBDS,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
SCAF8,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
SCO2,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
SCRN1,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
SDHC,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
SETD6,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
SETD7,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
SIKE1,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
SIRT7,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
SLAIN2,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
SLC11A2,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
SLC12A7,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
SLC16A1,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
SLC35A3,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
SLC35E1,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
SLC39A10,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
SLC39A14,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
SLC3A2,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
SLC7A2,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
SLC7A6OS,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
SLTM,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
SLX1A,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
SMPD4,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
SNAPC5,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
SPG7,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
SRSF10,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
STAMBP,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
STARD4,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
STEAP3,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
STK24,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
STRN3,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
STX10,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
SUCLG2,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
SURF1,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
SURF4,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
SYS1,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
TACC1,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
TAF11,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
TANGO2,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
TBC1D23,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
TEDC1,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
TFRC,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
TM7SF3,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
TMBIM4,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
TMED1,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
TMEM160,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
TMEM192,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
TMEM41A,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
TMEM41B,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
TNFAIP1,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
TPD52,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
TRAPPC3,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
TRIM11,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
TRIM2,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
TRIM28,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
TRIM7,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
TSC2,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
TSEN34,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
TXNIP,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
UBE2K,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
UBE3A,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
UBR7,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
UNG,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
UQCC3,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
USP10,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
UVRAG,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
VARS2,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
VCPKMT,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
WDCP,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
WSB2,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
XPO6,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
XRCC3,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
XYLT2,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
YY1,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
ZBED6,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
ZBTB33,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
ZC3H12C,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
ZFYVE16,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
ZNF646,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
ZNF655,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
ZNHIT1,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
ZSCAN29,NA,DHX9 KD activated translation,PMID 41102449,homo sapiens
AAK1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ABI2,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ABITRAM,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ABL2,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ACAA1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ACACA,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ACSL1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ADGRG6,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
AFF1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
AKAP13,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ALDOA,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ALG1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
AMMECR1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
AMPD2,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ANAPC1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ANAPC13,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ANAPC16,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ANO10,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ANP32B,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ANXA6,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
AP1S3,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ARHGAP1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ARHGAP5,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ARHGEF1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ARID2,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ARNT,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ASAH1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ASB8,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ASCC2,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ASNS,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ASXL2,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ATF3,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ATF6B,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ATF7IP,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ATG10,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ATL2,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ATP2A2,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ATP6V0A1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ATP6V0D1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ATP6V1C1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ATXN2L,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
AUNIP,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
AURKA,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
BANF1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
BAZ1A,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
BCAP29,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
BCL2L11,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
BCOR,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
BEX3,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
BIRC2,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
BIRC5,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
BORCS7,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
BPNT1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
BPTF,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
BRCA1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
BRD1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
BRD2,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
BRWD1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
BZW2,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
C11orf54,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
CASP8,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
CBL,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
CCDC77,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
CCNE1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
CD276,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
CD44,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
CD55,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
CDC16,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
CDC42EP2,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
CDCA3,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
CDCA7L,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
CDCA8,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
CDIP1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
CDK12,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
CDKN1A,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
CEP83,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
CFL2,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
CHAMP1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
CHD8,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
CHP1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
CHST10,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
CIP2A,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
CLK2,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
CLNS1A,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
CNEP1R1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
CNIH1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
CNN2,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
CNN3,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
COMMD10,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
COPZ1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
COQ5,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
CPSF7,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
CREBBP,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
CRYZL1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
CSNK2A1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
CSNK2A2,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
CYB5R3,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
DAB2,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
DAGLB,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
DAP,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
DAZAP2,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
DCAF1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
DDX19A,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
DDX42,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
DHDDS,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
DHFR,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
DHRS4L2,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
DHX35,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
DIABLO,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
DMKN,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
DNAJC12,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
DNAJC16,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
DNMBP,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
DNTTIP1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
DPH5,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
DPP9,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
DROSHA,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
DTWD2,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
DZIP3,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
E2F3,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ECHDC1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
EEF1D,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
EGFR,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
EIF1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
EIF4G1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
EIF5A,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ELF1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ELMO2,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ELP6,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ENG,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
EPB41,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ERC1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ETFA,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
ETS2,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
EXOC6B,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
F11R,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
FADS2,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
FAM111B,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
FANCA,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
FARP1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
FBXO7,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
FCHO2,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
FDFT1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
FERMT1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
FKBP15,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
FLOT1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
FXYD5,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
GABPB1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
GAPDH,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
GATAD2B,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
GATD1,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
GCSH,NA,DHX9 KD suppresed translation,PMID 41102449,homo sapiens
